,county_state
12732,"Schoharie, NY"
12733,"Schoharie, NY"
12734,"Schoharie, NY"
12735,"Schoharie, NY"
12736,"Schuyler, NY"
12737,"Schuyler, NY"
12738,"Schuyler, NY"
12739,"Seneca, NY"
12740,"Seneca, NY"
12741,"Seneca, NY"
12742,"Seneca, NY"
12743,"Seneca, NY"
12744,"Seneca, NY"
12745,"Steuben, NY"
12746,"Steuben, NY"
12747,"Steuben, NY"
12748,"Steuben, NY"
12749,"Steuben, NY"
12750,"Steuben, NY"
12751,"Steuben, NY"
12752,"Steuben, NY"
12753,"Steuben, NY"
12754,"Steuben, NY"
12755,"Steuben, NY"
12756,"Steuben, NY"
12757,"Steuben, NY"
12758,"Steuben, NY"
12759,"Steuben, NY"
12760,"Steuben, NY"
12761,"Steuben, NY"
12762,"Steuben, NY"
12763,"Steuben, NY"
12764,"Steuben, NY"
12765,"Suffolk, NY"
12766,"Suffolk, NY"
12767,"Suffolk, NY"
12768,"Suffolk, NY"
12769,"Suffolk, NY"
12770,"Suffolk, NY"
12771,"Suffolk, NY"
12772,"Suffolk, NY"
12773,"Suffolk, NY"
12774,"Suffolk, NY"
12775,"Suffolk, NY"
12776,"Suffolk, NY"
12777,"Suffolk, NY"
12778,"Suffolk, NY"
12779,"Suffolk, NY"
12780,"Suffolk, NY"
12781,"Suffolk, NY"
12782,"Suffolk, NY"
12783,"Suffolk, NY"
12784,"Suffolk, NY"
12785,"Suffolk, NY"
12786,"Suffolk, NY"
12787,"Sullivan, NY"
12788,"Sullivan, NY"
12789,"Sullivan, NY"
12790,"Sullivan, NY"
12791,"Sullivan, NY"
12792,"Sullivan, NY"
12793,"Sullivan, NY"
12794,"Sullivan, NY"
12795,"Sullivan, NY"
12796,"Sullivan, NY"
12797,"Sullivan, NY"
12798,"Sullivan, NY"
12799,"Sullivan, NY"
12800,"Sullivan, NY"
12801,"Sullivan, NY"
12802,"Sullivan, NY"
12803,"Sullivan, NY"
12804,"Sullivan, NY"
12805,"Tioga, NY"
12806,"Tioga, NY"
12807,"Tioga, NY"
12808,"Tioga, NY"
12809,"Tioga, NY"
12810,"Tioga, NY"
12811,"Tioga, NY"
12812,"Tioga, NY"
12813,"Tompkins, NY"
12814,"Tompkins, NY"
12815,"Tompkins, NY"
12816,"Tompkins, NY"
12817,"Tompkins, NY"
12818,"Tompkins, NY"
12819,"Tompkins, NY"
12820,"Tompkins, NY"
12821,"Tompkins, NY"
12822,"Ulster, NY"
12823,"Ulster, NY"
12824,"Ulster, NY"
12825,"Ulster, NY"
12826,"Ulster, NY"
12827,"Ulster, NY"
12828,"Ulster, NY"
12829,"Ulster, NY"
12830,"Ulster, NY"
12831,"Ulster, NY"
12832,"Ulster, NY"
12833,"Ulster, NY"
12834,"Ulster, NY"
12835,"Ulster, NY"
12836,"Ulster, NY"
12837,"Ulster, NY"
12838,"Ulster, NY"
12839,"Ulster, NY"
12840,"Ulster, NY"
12841,"Ulster, NY"
12842,"Warren, NY"
12843,"Warren, NY"
12844,"Warren, NY"
12845,"Warren, NY"
12846,"Warren, NY"
12847,"Warren, NY"
12848,"Warren, NY"
12849,"Warren, NY"
12850,"Warren, NY"
12851,"Warren, NY"
12852,"Warren, NY"
12853,"Washington, NY"
12854,"Washington, NY"
12855,"Washington, NY"
12856,"Washington, NY"
12857,"Washington, NY"
12858,"Washington, NY"
12859,"Washington, NY"
12860,"Washington, NY"
12861,"Washington, NY"
12862,"Washington, NY"
12863,"Washington, NY"
12864,"Washington, NY"
12865,"Washington, NY"
12866,"Wayne, NY"
12867,"Wayne, NY"
12868,"Wayne, NY"
12869,"Wayne, NY"
12870,"Wayne, NY"
12871,"Wayne, NY"
12872,"Wayne, NY"
12873,"Wayne, NY"
12874,"Wayne, NY"
12875,"Wayne, NY"
12876,"Wayne, NY"
12877,"Wayne, NY"
12878,"Wayne, NY"
12879,"Wayne, NY"
12880,"Wayne, NY"
12881,"Westchester, NY"
12882,"Westchester, NY"
12883,"Westchester, NY"
12884,"Westchester, NY"
12885,"Westchester, NY"
12886,"Westchester, NY"
12887,"Westchester, NY"
12888,"Westchester, NY"
12889,"Westchester, NY"
12890,"Westchester, NY"
12891,"Westchester, NY"
12892,"Westchester, NY"
12893,"Westchester, NY"
12894,"Westchester, NY"
12895,"Westchester, NY"
12896,"Westchester, NY"
12897,"Westchester, NY"
12898,"Westchester, NY"
12899,"Westchester, NY"
12900,"Westchester, NY"
12901,"Westchester, NY"
12902,"Westchester, NY"
12903,"Westchester, NY"
12904,"Westchester, NY"
12905,"Westchester, NY"
12906,"Westchester, NY"
12907,"Westchester, NY"
12908,"Westchester, NY"
12909,"Wyoming, NY"
12910,"Wyoming, NY"
12911,"Wyoming, NY"
12912,"Wyoming, NY"
12913,"Wyoming, NY"
12914,"Wyoming, NY"
12915,"Wyoming, NY"
12916,"Wyoming, NY"
12917,"Wyoming, NY"
12918,"Wyoming, NY"
12919,"Wyoming, NY"
12920,"Wyoming, NY"
12921,"Wyoming, NY"
12922,"Wyoming, NY"
12923,"Yates, NY"
12924,"Yates, NY"
12925,"Yates, NY"
12926,"Yates, NY"
12927,"Alamance, NC"
12928,"Alamance, NC"
12929,"Alamance, NC"
12930,"Alamance, NC"
12931,"Alamance, NC"
12932,"Alamance, NC"
12933,"Alamance, NC"
12934,"Alamance, NC"
12935,"Alamance, NC"
12936,"Alamance, NC"
12937,"Alamance, NC"
12938,"Alamance, NC"
12939,"Alamance, NC"
12940,"Alamance, NC"
12941,"Alamance, NC"
12942,"Alamance, NC"
12943,"Alamance, NC"
12944,"Alamance, NC"
12945,"Alamance, NC"
12946,"Alexander, NC"
12947,"Alexander, NC"
12948,"Alexander, NC"
12949,"Alexander, NC"
12950,"Alexander, NC"
12951,"Alexander, NC"
12952,"Alexander, NC"
12953,"Alleghany, NC"
12954,"Alleghany, NC"
12955,"Alleghany, NC"
12956,"Anson, NC"
12957,"Anson, NC"
12958,"Anson, NC"
12959,"Anson, NC"
12960,"Anson, NC"
12961,"Ashe, NC"
12962,"Ashe, NC"
12963,"Ashe, NC"
12964,"Ashe, NC"
12965,"Ashe, NC"
12966,"Ashe, NC"
12967,"Ashe, NC"
12968,"Avery, NC"
12969,"Avery, NC"
12970,"Avery, NC"
12971,"Avery, NC"
12972,"Avery, NC"
12973,"Avery, NC"
12974,"Avery, NC"
12975,"Beaufort, NC"
12976,"Beaufort, NC"
12977,"Beaufort, NC"
12978,"Beaufort, NC"
12979,"Beaufort, NC"
12980,"Beaufort, NC"
12981,"Beaufort, NC"
12982,"Bertie, NC"
12983,"Bertie, NC"
12984,"Bertie, NC"
12985,"Bladen, NC"
12986,"Bladen, NC"
12987,"Bladen, NC"
12988,"Bladen, NC"
12989,"Bladen, NC"
12990,"Bladen, NC"
12991,"Bladen, NC"
12992,"Bladen, NC"
12993,"Brunswick, NC"
12994,"Brunswick, NC"
12995,"Brunswick, NC"
12996,"Brunswick, NC"
12997,"Brunswick, NC"
12998,"Brunswick, NC"
12999,"Brunswick, NC"
13000,"Brunswick, NC"
13001,"Brunswick, NC"
13002,"Brunswick, NC"
13003,"Brunswick, NC"
13004,"Brunswick, NC"
13005,"Brunswick, NC"
13006,"Brunswick, NC"
13007,"Brunswick, NC"
13008,"Brunswick, NC"
13009,"Brunswick, NC"
13010,"Brunswick, NC"
13011,"Brunswick, NC"
13012,"Buncombe, NC"
13013,"Buncombe, NC"
13014,"Buncombe, NC"
13015,"Buncombe, NC"
13016,"Buncombe, NC"
13017,"Buncombe, NC"
13018,"Buncombe, NC"
13019,"Buncombe, NC"
13020,"Buncombe, NC"
13021,"Buncombe, NC"
13022,"Buncombe, NC"
13023,"Buncombe, NC"
13024,"Buncombe, NC"
13025,"Buncombe, NC"
13026,"Buncombe, NC"
13027,"Buncombe, NC"
13028,"Buncombe, NC"
13029,"Buncombe, NC"
13030,"Buncombe, NC"
13031,"Buncombe, NC"
13032,"Buncombe, NC"
13033,"Buncombe, NC"
13034,"Burke, NC"
13035,"Burke, NC"
13036,"Burke, NC"
13037,"Burke, NC"
13038,"Burke, NC"
13039,"Burke, NC"
13040,"Burke, NC"
13041,"Burke, NC"
13042,"Burke, NC"
13043,"Burke, NC"
13044,"Burke, NC"
13045,"Burke, NC"
13046,"Burke, NC"
13047,"Cabarrus, NC"
13048,"Cabarrus, NC"
13049,"Cabarrus, NC"
13050,"Cabarrus, NC"
13051,"Cabarrus, NC"
13052,"Cabarrus, NC"
13053,"Cabarrus, NC"
13054,"Cabarrus, NC"
13055,"Cabarrus, NC"
13056,"Cabarrus, NC"
13057,"Cabarrus, NC"
13058,"Cabarrus, NC"
13059,"Cabarrus, NC"
13060,"Cabarrus, NC"
13061,"Caldwell, NC"
13062,"Caldwell, NC"
13063,"Caldwell, NC"
13064,"Caldwell, NC"
13065,"Caldwell, NC"
13066,"Caldwell, NC"
13067,"Caldwell, NC"
13068,"Caldwell, NC"
13069,"Camden, NC"
13070,"Camden, NC"
13071,"Camden, NC"
13072,"Camden, NC"
13073,"Camden, NC"
13074,"Camden, NC"
13075,"Carteret, NC"
13076,"Carteret, NC"
13077,"Carteret, NC"
13078,"Carteret, NC"
13079,"Carteret, NC"
13080,"Carteret, NC"
13081,"Carteret, NC"
13082,"Carteret, NC"
13083,"Carteret, NC"
13084,"Carteret, NC"
13085,"Carteret, NC"
13086,"Carteret, NC"
13087,"Carteret, NC"
13088,"Carteret, NC"
13089,"Caswell, NC"
13090,"Caswell, NC"
13091,"Caswell, NC"
13092,"Caswell, NC"
13093,"Catawba, NC"
13094,"Catawba, NC"
13095,"Catawba, NC"
13096,"Catawba, NC"
13097,"Catawba, NC"
13098,"Catawba, NC"
13099,"Catawba, NC"
13100,"Catawba, NC"
13101,"Catawba, NC"
13102,"Catawba, NC"
13103,"Catawba, NC"
13104,"Catawba, NC"
13105,"Catawba, NC"
13106,"Catawba, NC"
13107,"Catawba, NC"
13108,"Chatham, NC"
13109,"Chatham, NC"
13110,"Chatham, NC"
13111,"Chatham, NC"
13112,"Chatham, NC"
13113,"Chatham, NC"
13114,"Chatham, NC"
13115,"Chatham, NC"
13116,"Chatham, NC"
13117,"Chatham, NC"
13118,"Chatham, NC"
13119,"Chatham, NC"
13120,"Chatham, NC"
13121,"Chatham, NC"
13122,"Cherokee, NC"
13123,"Cherokee, NC"
13124,"Cherokee, NC"
13125,"Cherokee, NC"
13126,"Cherokee, NC"
13127,"Cherokee, NC"
13128,"Cherokee, NC"
13129,"Cherokee, NC"
13130,"Chowan, NC"
13131,"Chowan, NC"
13132,"Chowan, NC"
13133,"Clay, NC"
13134,"Clay, NC"
13135,"Clay, NC"
13136,"Cleveland, NC"
13137,"Cleveland, NC"
13138,"Cleveland, NC"
13139,"Cleveland, NC"
13140,"Cleveland, NC"
13141,"Cleveland, NC"
13142,"Cleveland, NC"
13143,"Columbus, NC"
13144,"Columbus, NC"
13145,"Columbus, NC"
13146,"Columbus, NC"
13147,"Columbus, NC"
13148,"Columbus, NC"
13149,"Columbus, NC"
13150,"Columbus, NC"
13151,"Columbus, NC"
13152,"Craven, NC"
13153,"Craven, NC"
13154,"Craven, NC"
13155,"Craven, NC"
13156,"Craven, NC"
13157,"Craven, NC"
13158,"Craven, NC"
13159,"Craven, NC"
13160,"Craven, NC"
13161,"Craven, NC"
13162,"Craven, NC"
13163,"Craven, NC"
13164,"Craven, NC"
13165,"Cumberland, NC"
13166,"Cumberland, NC"
13167,"Cumberland, NC"
13168,"Cumberland, NC"
13169,"Cumberland, NC"
13170,"Cumberland, NC"
13171,"Cumberland, NC"
13172,"Cumberland, NC"
13173,"Cumberland, NC"
13174,"Cumberland, NC"
13175,"Cumberland, NC"
13176,"Cumberland, NC"
13177,"Cumberland, NC"
13178,"Cumberland, NC"
13179,"Cumberland, NC"
13180,"Cumberland, NC"
13181,"Cumberland, NC"
13182,"Currituck, NC"
13183,"Currituck, NC"
13184,"Currituck, NC"
13185,"Dare, NC"
13186,"Dare, NC"
13187,"Dare, NC"
13188,"Dare, NC"
13189,"Dare, NC"
13190,"Dare, NC"
13191,"Dare, NC"
13192,"Dare, NC"
13193,"Dare, NC"
13194,"Dare, NC"
13195,"Dare, NC"
13196,"Davidson, NC"
13197,"Davidson, NC"
13198,"Davidson, NC"
13199,"Davidson, NC"
13200,"Davidson, NC"
13201,"Davidson, NC"
13202,"Davidson, NC"
13203,"Davidson, NC"
13204,"Davidson, NC"
13205,"Davidson, NC"
13206,"Davidson, NC"
13207,"Davidson, NC"
13208,"Davidson, NC"
13209,"Davidson, NC"
13210,"Davidson, NC"
13211,"Davidson, NC"
13212,"Davidson, NC"
13213,"Davidson, NC"
13214,"Davidson, NC"
13215,"Davie, NC"
13216,"Davie, NC"
13217,"Davie, NC"
13218,"Davie, NC"
13219,"Davie, NC"
13220,"Davie, NC"
13221,"Davie, NC"
13222,"Davie, NC"
13223,"Duplin, NC"
13224,"Duplin, NC"
13225,"Duplin, NC"
13226,"Duplin, NC"
13227,"Duplin, NC"
13228,"Duplin, NC"
13229,"Duplin, NC"
13230,"Duplin, NC"
13231,"Duplin, NC"
13232,"Duplin, NC"
13233,"Duplin, NC"
13234,"Durham, NC"
13235,"Durham, NC"
13236,"Durham, NC"
13237,"Durham, NC"
13238,"Durham, NC"
13239,"Durham, NC"
13240,"Durham, NC"
13241,"Edgecombe, NC"
13242,"Edgecombe, NC"
13243,"Edgecombe, NC"
13244,"Edgecombe, NC"
13245,"Forsyth, NC"
13246,"Forsyth, NC"
13247,"Forsyth, NC"
13248,"Forsyth, NC"
13249,"Forsyth, NC"
13250,"Forsyth, NC"
13251,"Forsyth, NC"
13252,"Forsyth, NC"
13253,"Forsyth, NC"
13254,"Forsyth, NC"
13255,"Forsyth, NC"
13256,"Forsyth, NC"
13257,"Forsyth, NC"
13258,"Forsyth, NC"
13259,"Forsyth, NC"
13260,"Forsyth, NC"
13261,"Franklin, NC"
13262,"Franklin, NC"
13263,"Franklin, NC"
13264,"Franklin, NC"
13265,"Franklin, NC"
13266,"Franklin, NC"
13267,"Franklin, NC"
13268,"Franklin, NC"
13269,"Franklin, NC"
13270,"Franklin, NC"
13271,"Gaston, NC"
13272,"Gaston, NC"
13273,"Gaston, NC"
13274,"Gaston, NC"
13275,"Gaston, NC"
13276,"Gaston, NC"
13277,"Gaston, NC"
13278,"Gaston, NC"
13279,"Gaston, NC"
13280,"Gaston, NC"
13281,"Gaston, NC"
13282,"Gaston, NC"
13283,"Gaston, NC"
13284,"Gaston, NC"
13285,"Gaston, NC"
13286,"Gaston, NC"
13287,"Gaston, NC"
13288,"Gates, NC"
13289,"Gates, NC"
13290,"Graham, NC"
13291,"Graham, NC"
13292,"Graham, NC"
13293,"Granville, NC"
13294,"Granville, NC"
13295,"Granville, NC"
13296,"Granville, NC"
13297,"Granville, NC"
13298,"Granville, NC"
13299,"Granville, NC"
13300,"Granville, NC"
13301,"Granville, NC"
13302,"Granville, NC"
13303,"Greene, NC"
13304,"Greene, NC"
13305,"Greene, NC"
13306,"Guilford, NC"
13307,"Guilford, NC"
13308,"Guilford, NC"
13309,"Guilford, NC"
13310,"Guilford, NC"
13311,"Guilford, NC"
13312,"Guilford, NC"
13313,"Guilford, NC"
13314,"Guilford, NC"
13315,"Guilford, NC"
13316,"Guilford, NC"
13317,"Guilford, NC"
13318,"Guilford, NC"
13319,"Guilford, NC"
13320,"Guilford, NC"
13321,"Guilford, NC"
13322,"Guilford, NC"
13323,"Guilford, NC"
13324,"Guilford, NC"
13325,"Guilford, NC"
13326,"Guilford, NC"
13327,"Guilford, NC"
13328,"Guilford, NC"
13329,"Guilford, NC"
13330,"Halifax, NC"
13331,"Halifax, NC"
13332,"Halifax, NC"
13333,"Halifax, NC"
13334,"Halifax, NC"
13335,"Halifax, NC"
13336,"Halifax, NC"
13337,"Halifax, NC"
13338,"Halifax, NC"
13339,"Harnett, NC"
13340,"Harnett, NC"
13341,"Harnett, NC"
13342,"Harnett, NC"
13343,"Harnett, NC"
13344,"Harnett, NC"
13345,"Harnett, NC"
13346,"Harnett, NC"
13347,"Harnett, NC"
13348,"Harnett, NC"
13349,"Harnett, NC"
13350,"Harnett, NC"
13351,"Harnett, NC"
13352,"Harnett, NC"
13353,"Harnett, NC"
13354,"Harnett, NC"
13355,"Harnett, NC"
13356,"Haywood, NC"
13357,"Haywood, NC"
13358,"Haywood, NC"
13359,"Haywood, NC"
13360,"Haywood, NC"
13361,"Haywood, NC"
13362,"Haywood, NC"
13363,"Haywood, NC"
13364,"Haywood, NC"
13365,"Haywood, NC"
13366,"Henderson, NC"
13367,"Henderson, NC"
13368,"Henderson, NC"
13369,"Henderson, NC"
13370,"Henderson, NC"
13371,"Henderson, NC"
13372,"Henderson, NC"
13373,"Henderson, NC"
13374,"Henderson, NC"
13375,"Henderson, NC"
13376,"Henderson, NC"
13377,"Henderson, NC"
13378,"Henderson, NC"
13379,"Henderson, NC"
13380,"Henderson, NC"
13381,"Henderson, NC"
13382,"Henderson, NC"
13383,"Henderson, NC"
13384,"Henderson, NC"
13385,"Hertford, NC"
13386,"Hertford, NC"
13387,"Hertford, NC"
13388,"Hertford, NC"
13389,"Hertford, NC"
13390,"Hertford, NC"
13391,"Hertford, NC"
13392,"Hoke, NC"
13393,"Hoke, NC"
13394,"Hoke, NC"
13395,"Hoke, NC"
13396,"Hoke, NC"
13397,"Hoke, NC"
13398,"Hyde, NC"
13399,"Hyde, NC"
13400,"Iredell, NC"
13401,"Iredell, NC"
13402,"Iredell, NC"
13403,"Iredell, NC"
13404,"Iredell, NC"
13405,"Iredell, NC"
13406,"Iredell, NC"
13407,"Iredell, NC"
13408,"Iredell, NC"
13409,"Iredell, NC"
13410,"Iredell, NC"
13411,"Iredell, NC"
13412,"Iredell, NC"
13413,"Iredell, NC"
13414,"Iredell, NC"
13415,"Iredell, NC"
13416,"Iredell, NC"
13417,"Jackson, NC"
13418,"Jackson, NC"
13419,"Jackson, NC"
13420,"Jackson, NC"
13421,"Jackson, NC"
13422,"Jackson, NC"
13423,"Johnston, NC"
13424,"Johnston, NC"
13425,"Johnston, NC"
13426,"Johnston, NC"
13427,"Johnston, NC"
13428,"Johnston, NC"
13429,"Johnston, NC"
13430,"Johnston, NC"
13431,"Johnston, NC"
13432,"Johnston, NC"
13433,"Johnston, NC"
13434,"Johnston, NC"
13435,"Johnston, NC"
13436,"Johnston, NC"
13437,"Johnston, NC"
13438,"Johnston, NC"
13439,"Johnston, NC"
13440,"Johnston, NC"
13441,"Johnston, NC"
13442,"Johnston, NC"
13443,"Johnston, NC"
13444,"Johnston, NC"
13445,"Jones, NC"
13446,"Jones, NC"
13447,"Jones, NC"
13448,"Jones, NC"
13449,"Jones, NC"
13450,"Lee, NC"
13451,"Lee, NC"
13452,"Lee, NC"
13453,"Lee, NC"
13454,"Lee, NC"
13455,"Lee, NC"
13456,"Lee, NC"
13457,"Lee, NC"
13458,"Lee, NC"
13459,"Lenoir, NC"
13460,"Lenoir, NC"
13461,"Lenoir, NC"
13462,"Lenoir, NC"
13463,"Lenoir, NC"
13464,"Lenoir, NC"
13465,"Lenoir, NC"
13466,"Lincoln, NC"
13467,"Lincoln, NC"
13468,"Lincoln, NC"
13469,"Lincoln, NC"
13470,"Lincoln, NC"
13471,"Lincoln, NC"
13472,"Lincoln, NC"
13473,"Lincoln, NC"
13474,"Lincoln, NC"
13475,"Mcdowell, NC"
13476,"Mcdowell, NC"
13477,"Mcdowell, NC"
13478,"Mcdowell, NC"
13479,"Mcdowell, NC"
13480,"Mcdowell, NC"
13481,"Mcdowell, NC"
13482,"Macon, NC"
13483,"Macon, NC"
13484,"Macon, NC"
13485,"Macon, NC"
13486,"Macon, NC"
13487,"Madison, NC"
13488,"Madison, NC"
13489,"Madison, NC"
13490,"Madison, NC"
13491,"Madison, NC"
13492,"Madison, NC"
13493,"Madison, NC"
13494,"Martin, NC"
13495,"Martin, NC"
13496,"Martin, NC"
13497,"Martin, NC"
13498,"Martin, NC"
13499,"Martin, NC"
13500,"Martin, NC"
13501,"Martin, NC"
13502,"Mecklenburg, NC"
13503,"Mecklenburg, NC"
13504,"Mecklenburg, NC"
13505,"Mecklenburg, NC"
13506,"Mecklenburg, NC"
13507,"Mecklenburg, NC"
13508,"Mecklenburg, NC"
13509,"Mecklenburg, NC"
13510,"Mecklenburg, NC"
13511,"Mecklenburg, NC"
13512,"Mecklenburg, NC"
13513,"Mecklenburg, NC"
13514,"Mecklenburg, NC"
13515,"Mecklenburg, NC"
13516,"Mecklenburg, NC"
13517,"Mecklenburg, NC"
13518,"Mecklenburg, NC"
13519,"Mecklenburg, NC"
13520,"Mecklenburg, NC"
13521,"Mecklenburg, NC"
13522,"Mecklenburg, NC"
13523,"Mecklenburg, NC"
13524,"Mitchell, NC"
13525,"Mitchell, NC"
13526,"Mitchell, NC"
13527,"Mitchell, NC"
13528,"Mitchell, NC"
13529,"Montgomery, NC"
13530,"Montgomery, NC"
13531,"Montgomery, NC"
13532,"Montgomery, NC"
13533,"Montgomery, NC"
13534,"Montgomery, NC"
13535,"Moore, NC"
13536,"Moore, NC"
13537,"Moore, NC"
13538,"Moore, NC"
13539,"Moore, NC"
13540,"Moore, NC"
13541,"Moore, NC"
13542,"Moore, NC"
13543,"Moore, NC"
13544,"Moore, NC"
13545,"Moore, NC"
13546,"Moore, NC"
13547,"Moore, NC"
13548,"Moore, NC"
13549,"Moore, NC"
13550,"Moore, NC"
13551,"Moore, NC"
13552,"Moore, NC"
13553,"Nash, NC"
13554,"Nash, NC"
13555,"Nash, NC"
13556,"Nash, NC"
13557,"Nash, NC"
13558,"Nash, NC"
13559,"Nash, NC"
13560,"Nash, NC"
13561,"Nash, NC"
13562,"Nash, NC"
13563,"Nash, NC"
13564,"Nash, NC"
13565,"Nash, NC"
13566,"Nash, NC"
13567,"Nash, NC"
13568,"New-Hanover, COUNTY"
13569,"New-Hanover, COUNTY"
13570,"New-Hanover, COUNTY"
13571,"New-Hanover, COUNTY"
13572,"New-Hanover, COUNTY"
13573,"New-Hanover, COUNTY"
13574,"New-Hanover, COUNTY"
13575,"New-Hanover, COUNTY"
13576,"New-Hanover, COUNTY"
13577,"New-Hanover, COUNTY"
13578,"New-Hanover, COUNTY"
13579,"New-Hanover, COUNTY"
13580,"New-Hanover, COUNTY"
13581,"New-Hanover, COUNTY"
13582,"New-Hanover, COUNTY"
13583,"New-Hanover, COUNTY"
13584,"Northampton, NC"
13585,"Northampton, NC"
13586,"Onslow, NC"
13587,"Onslow, NC"
13588,"Onslow, NC"
13589,"Onslow, NC"
13590,"Onslow, NC"
13591,"Onslow, NC"
13592,"Onslow, NC"
13593,"Onslow, NC"
13594,"Onslow, NC"
13595,"Onslow, NC"
13596,"Onslow, NC"
13597,"Onslow, NC"
13598,"Onslow, NC"
13599,"Orange, NC"
13600,"Orange, NC"
13601,"Orange, NC"
13602,"Orange, NC"
13603,"Orange, NC"
13604,"Orange, NC"
13605,"Orange, NC"
13606,"Orange, NC"
13607,"Orange, NC"
13608,"Orange, NC"
13609,"Pamlico, NC"
13610,"Pamlico, NC"
13611,"Pamlico, NC"
13612,"Pamlico, NC"
13613,"Pamlico, NC"
13614,"Pamlico, NC"
13615,"Pamlico, NC"
13616,"Pasquotank, NC"
13617,"Pasquotank, NC"
13618,"Pasquotank, NC"
13619,"Pasquotank, NC"
13620,"Pender, NC"
13621,"Pender, NC"
13622,"Pender, NC"
13623,"Pender, NC"
13624,"Pender, NC"
13625,"Pender, NC"
13626,"Pender, NC"
13627,"Pender, NC"
13628,"Perquimans, NC"
13629,"Perquimans, NC"
13630,"Perquimans, NC"
13631,"Person, NC"
13632,"Person, NC"
13633,"Person, NC"
13634,"Person, NC"
13635,"Person, NC"
13636,"Pitt, NC"
13637,"Pitt, NC"
13638,"Pitt, NC"
13639,"Pitt, NC"
13640,"Pitt, NC"
13641,"Pitt, NC"
13642,"Pitt, NC"
13643,"Pitt, NC"
13644,"Pitt, NC"
13645,"Pitt, NC"
13646,"Pitt, NC"
13647,"Pitt, NC"
13648,"Pitt, NC"
13649,"Pitt, NC"
13650,"Pitt, NC"
13651,"Pitt, NC"
13652,"Randolph, NC"
13653,"Randolph, NC"
13654,"Randolph, NC"
13655,"Randolph, NC"
13656,"Randolph, NC"
13657,"Randolph, NC"
13658,"Randolph, NC"
13659,"Randolph, NC"
13660,"Randolph, NC"
13661,"Randolph, NC"
13662,"Randolph, NC"
13663,"Randolph, NC"
13664,"Randolph, NC"
13665,"Randolph, NC"
13666,"Randolph, NC"
13667,"Randolph, NC"
13668,"Randolph, NC"
13669,"Randolph, NC"
13670,"Randolph, NC"
13671,"Randolph, NC"
13672,"Richmond, NC"
13673,"Richmond, NC"
13674,"Richmond, NC"
13675,"Robeson, NC"
13676,"Robeson, NC"
13677,"Robeson, NC"
13678,"Robeson, NC"
13679,"Robeson, NC"
13680,"Robeson, NC"
13681,"Robeson, NC"
13682,"Robeson, NC"
13683,"Robeson, NC"
13684,"Robeson, NC"
13685,"Robeson, NC"
13686,"Robeson, NC"
13687,"Rockingham, NC"
13688,"Rockingham, NC"
13689,"Rockingham, NC"
13690,"Rockingham, NC"
13691,"Rockingham, NC"
13692,"Rockingham, NC"
13693,"Rockingham, NC"
13694,"Rockingham, NC"
13695,"Rockingham, NC"
13696,"Rockingham, NC"
13697,"Rockingham, NC"
13698,"Rockingham, NC"
13699,"Rowan, NC"
13700,"Rowan, NC"
13701,"Rowan, NC"
13702,"Rowan, NC"
13703,"Rowan, NC"
13704,"Rowan, NC"
13705,"Rowan, NC"
13706,"Rowan, NC"
13707,"Rowan, NC"
13708,"Rowan, NC"
13709,"Rowan, NC"
13710,"Rowan, NC"
13711,"Rowan, NC"
13712,"Rutherford, NC"
13713,"Rutherford, NC"
13714,"Rutherford, NC"
13715,"Rutherford, NC"
13716,"Rutherford, NC"
13717,"Rutherford, NC"
13718,"Rutherford, NC"
13719,"Rutherford, NC"
13720,"Rutherford, NC"
13721,"Rutherford, NC"
13722,"Rutherford, NC"
13723,"Sampson, NC"
13724,"Sampson, NC"
13725,"Sampson, NC"
13726,"Sampson, NC"
13727,"Sampson, NC"
13728,"Sampson, NC"
13729,"Sampson, NC"
13730,"Sampson, NC"
13731,"Sampson, NC"
13732,"Sampson, NC"
13733,"Scotland, NC"
13734,"Scotland, NC"
13735,"Scotland, NC"
13736,"Scotland, NC"
13737,"Scotland, NC"
13738,"Scotland, NC"
13739,"Scotland, NC"
13740,"Scotland, NC"
13741,"Scotland, NC"
13742,"Stanly, NC"
13743,"Stanly, NC"
13744,"Stanly, NC"
13745,"Stanly, NC"
13746,"Stanly, NC"
13747,"Stanly, NC"
13748,"Stanly, NC"
13749,"Stanly, NC"
13750,"Stanly, NC"
13751,"Stanly, NC"
13752,"Stanly, NC"
13753,"Stokes, NC"
13754,"Stokes, NC"
13755,"Stokes, NC"
13756,"Stokes, NC"
13757,"Stokes, NC"
13758,"Stokes, NC"
13759,"Stokes, NC"
13760,"Stokes, NC"
13761,"Stokes, NC"
13762,"Stokes, NC"
13763,"Stokes, NC"
13764,"Surry, NC"
13765,"Surry, NC"
13766,"Surry, NC"
13767,"Surry, NC"
13768,"Surry, NC"
13769,"Surry, NC"
13770,"Surry, NC"
13771,"Surry, NC"
13772,"Surry, NC"
13773,"Surry, NC"
13774,"Surry, NC"
13775,"Surry, NC"
13776,"Surry, NC"
13777,"Swain, NC"
13778,"Swain, NC"
13779,"Swain, NC"
13780,"Swain, NC"
13781,"Transylvania, NC"
13782,"Transylvania, NC"
13783,"Transylvania, NC"
13784,"Transylvania, NC"
13785,"Transylvania, NC"
13786,"Transylvania, NC"
13787,"Tyrrell, NC"
13788,"Union, NC"
13789,"Union, NC"
13790,"Union, NC"
13791,"Union, NC"
