,county_state
1091,"Butte, CA"
1092,"Butte, CA"
1093,"Butte, CA"
1094,"Butte, CA"
1095,"Butte, CA"
1096,"Butte, CA"
1097,"Butte, CA"
1098,"Butte, CA"
1099,"Butte, CA"
1100,"Butte, CA"
1101,"Calaveras, CA"
1102,"Calaveras, CA"
1103,"Calaveras, CA"
1104,"Calaveras, CA"
1105,"Calaveras, CA"
1106,"Calaveras, CA"
1107,"Calaveras, CA"
1108,"Calaveras, CA"
1109,"Colusa, CA"
1110,"Colusa, CA"
1111,"Colusa, CA"
1112,"Colusa, CA"
1113,"Contra-Costa, COUNTY"
1114,"Contra-Costa, COUNTY"
1115,"Contra-Costa, COUNTY"
1116,"Contra-Costa, COUNTY"
1117,"Contra-Costa, COUNTY"
1118,"Contra-Costa, COUNTY"
1119,"Contra-Costa, COUNTY"
1120,"Contra-Costa, COUNTY"
1121,"Contra-Costa, COUNTY"
1122,"Contra-Costa, COUNTY"
1123,"Contra-Costa, COUNTY"
1124,"Contra-Costa, COUNTY"
1125,"Contra-Costa, COUNTY"
1126,"Contra-Costa, COUNTY"
1127,"Contra-Costa, COUNTY"
1128,"Contra-Costa, COUNTY"
1129,"Contra-Costa, COUNTY"
1130,"Contra-Costa, COUNTY"
1131,"Contra-Costa, COUNTY"
1132,"Contra-Costa, COUNTY"
1133,"Contra-Costa, COUNTY"
1134,"Contra-Costa, COUNTY"
1135,"Contra-Costa, COUNTY"
1136,"Contra-Costa, COUNTY"
1137,"Contra-Costa, COUNTY"
1138,"Contra-Costa, COUNTY"
1139,"Contra-Costa, COUNTY"
1140,"Contra-Costa, COUNTY"
1141,"Del-Norte, COUNTY"
1142,"Del-Norte, COUNTY"
1143,"Del-Norte, COUNTY"
1144,"Del-Norte, COUNTY"
1145,"Del-Norte, COUNTY"
1146,"El-Dorado, COUNTY"
1147,"El-Dorado, COUNTY"
1148,"El-Dorado, COUNTY"
1149,"El-Dorado, COUNTY"
1150,"El-Dorado, COUNTY"
1151,"El-Dorado, COUNTY"
1152,"El-Dorado, COUNTY"
1153,"El-Dorado, COUNTY"
1154,"El-Dorado, COUNTY"
1155,"El-Dorado, COUNTY"
1156,"El-Dorado, COUNTY"
1157,"El-Dorado, COUNTY"
1158,"Fresno, CA"
1159,"Fresno, CA"
1160,"Fresno, CA"
1161,"Fresno, CA"
1162,"Fresno, CA"
1163,"Fresno, CA"
1164,"Fresno, CA"
1165,"Fresno, CA"
1166,"Fresno, CA"
1167,"Fresno, CA"
1168,"Fresno, CA"
1169,"Fresno, CA"
1170,"Fresno, CA"
1171,"Fresno, CA"
1172,"Fresno, CA"
1173,"Fresno, CA"
1174,"Fresno, CA"
1175,"Fresno, CA"
1176,"Glenn, CA"
1177,"Glenn, CA"
1178,"Glenn, CA"
1179,"Glenn, CA"
1180,"Humboldt, CA"
1181,"Humboldt, CA"
1182,"Humboldt, CA"
1183,"Humboldt, CA"
1184,"Humboldt, CA"
1185,"Humboldt, CA"
1186,"Humboldt, CA"
1187,"Humboldt, CA"
1188,"Humboldt, CA"
1189,"Humboldt, CA"
1190,"Humboldt, CA"
1191,"Humboldt, CA"
1192,"Humboldt, CA"
1193,"Humboldt, CA"
1194,"Humboldt, CA"
1195,"Imperial, CA"
1196,"Imperial, CA"
1197,"Imperial, CA"
1198,"Imperial, CA"
1199,"Imperial, CA"
1200,"Imperial, CA"
1201,"Imperial, CA"
1202,"Imperial, CA"
1203,"Imperial, CA"
1204,"Imperial, CA"
1205,"Imperial, CA"
1206,"Inyo, CA"
1207,"Inyo, CA"
1208,"Inyo, CA"
1209,"Inyo, CA"
1210,"Inyo, CA"
1211,"Kern, CA"
1212,"Kern, CA"
1213,"Kern, CA"
1214,"Kern, CA"
1215,"Kern, CA"
1216,"Kern, CA"
1217,"Kern, CA"
1218,"Kern, CA"
1219,"Kern, CA"
1220,"Kern, CA"
1221,"Kern, CA"
1222,"Kern, CA"
1223,"Kern, CA"
1224,"Kern, CA"
1225,"Kern, CA"
1226,"Kern, CA"
1227,"Kern, CA"
1228,"Kern, CA"
1229,"Kern, CA"
1230,"Kern, CA"
1231,"Kern, CA"
1232,"Kern, CA"
1233,"Kings, CA"
1234,"Kings, CA"
1235,"Kings, CA"
1236,"Kings, CA"
1237,"Kings, CA"
1238,"Kings, CA"
1239,"Lake, CA"
1240,"Lake, CA"
1241,"Lake, CA"
1242,"Lake, CA"
1243,"Lake, CA"
1244,"Lake, CA"
1245,"Lake, CA"
1246,"Lake, CA"
1247,"Lake, CA"
1248,"Lassen, CA"
1249,"Lassen, CA"
1250,"Lassen, CA"
1251,"Lassen, CA"
1252,"Los-Angeles, COUNTY"
1253,"Los-Angeles, COUNTY"
1254,"Los-Angeles, COUNTY"
1255,"Los-Angeles, COUNTY"
1256,"Los-Angeles, COUNTY"
1257,"Los-Angeles, COUNTY"
1258,"Los-Angeles, COUNTY"
1259,"Los-Angeles, COUNTY"
1260,"Los-Angeles, COUNTY"
1261,"Los-Angeles, COUNTY"
1262,"Los-Angeles, COUNTY"
1263,"Los-Angeles, COUNTY"
1264,"Los-Angeles, COUNTY"
1265,"Los-Angeles, COUNTY"
1266,"Los-Angeles, COUNTY"
1267,"Los-Angeles, COUNTY"
1268,"Los-Angeles, COUNTY"
1269,"Los-Angeles, COUNTY"
1270,"Los-Angeles, COUNTY"
1271,"Los-Angeles, COUNTY"
1272,"Los-Angeles, COUNTY"
1273,"Los-Angeles, COUNTY"
1274,"Los-Angeles, COUNTY"
1275,"Los-Angeles, COUNTY"
1276,"Los-Angeles, COUNTY"
1277,"Los-Angeles, COUNTY"
1278,"Los-Angeles, COUNTY"
1279,"Madera, CA"
1280,"Madera, CA"
1281,"Madera, CA"
1282,"Madera, CA"
1283,"Madera, CA"
1284,"Madera, CA"
1285,"Madera, CA"
1286,"Madera, CA"
1287,"Marin, CA"
1288,"Marin, CA"
1289,"Marin, CA"
1290,"Marin, CA"
1291,"Marin, CA"
1292,"Marin, CA"
1293,"Marin, CA"
1294,"Marin, CA"
1295,"Marin, CA"
1296,"Marin, CA"
1297,"Marin, CA"
1298,"Marin, CA"
1299,"Marin, CA"
1300,"Marin, CA"
1301,"Marin, CA"
1302,"Marin, CA"
1303,"Marin, CA"
1304,"Marin, CA"
1305,"Marin, CA"
1306,"Marin, CA"
1307,"Mariposa, CA"
1308,"Mariposa, CA"
1309,"Mariposa, CA"
1310,"Mendocino, CA"
1311,"Mendocino, CA"
1312,"Mendocino, CA"
1313,"Mendocino, CA"
1314,"Mendocino, CA"
1315,"Mendocino, CA"
1316,"Mendocino, CA"
1317,"Mendocino, CA"
1318,"Mendocino, CA"
1319,"Mendocino, CA"
1320,"Merced, CA"
1321,"Merced, CA"
1322,"Merced, CA"
1323,"Merced, CA"
1324,"Merced, CA"
1325,"Merced, CA"
1326,"Merced, CA"
1327,"Merced, CA"
1328,"Merced, CA"
1329,"Merced, CA"
1330,"Merced, CA"
1331,"Modoc, CA"
1332,"Modoc, CA"
1333,"Modoc, CA"
1334,"Modoc, CA"
1335,"Mono, CA"
1336,"Mono, CA"
1337,"Monterey, CA"
1338,"Monterey, CA"
1339,"Monterey, CA"
1340,"Monterey, CA"
1341,"Monterey, CA"
1342,"Monterey, CA"
1343,"Monterey, CA"
1344,"Monterey, CA"
1345,"Monterey, CA"
1346,"Monterey, CA"
1347,"Monterey, CA"
1348,"Monterey, CA"
1349,"Monterey, CA"
1350,"Monterey, CA"
1351,"Monterey, CA"
1352,"Monterey, CA"
1353,"Monterey, CA"
1354,"Monterey, CA"
1355,"Monterey, CA"
1356,"Monterey, CA"
1357,"Monterey, CA"
1358,"Monterey, CA"
1359,"Monterey, CA"
1360,"Napa, CA"
1361,"Napa, CA"
1362,"Napa, CA"
1363,"Napa, CA"
1364,"Napa, CA"
1365,"Napa, CA"
1366,"Nevada, CA"
1367,"Nevada, CA"
1368,"Nevada, CA"
1369,"Nevada, CA"
1370,"Nevada, CA"
1371,"Nevada, CA"
1372,"Nevada, CA"
1373,"Orange, CA"
1374,"Orange, CA"
1375,"Orange, CA"
1376,"Orange, CA"
1377,"Orange, CA"
1378,"Orange, CA"
1379,"Orange, CA"
1380,"Orange, CA"
1381,"Orange, CA"
1382,"Orange, CA"
1383,"Orange, CA"
1384,"Orange, CA"
1385,"Orange, CA"
1386,"Orange, CA"
1387,"Orange, CA"
1388,"Orange, CA"
1389,"Orange, CA"
1390,"Orange, CA"
1391,"Orange, CA"
1392,"Orange, CA"
1393,"Orange, CA"
1394,"Orange, CA"
1395,"Orange, CA"
1396,"Orange, CA"
1397,"Orange, CA"
1398,"Placer, CA"
1399,"Placer, CA"
1400,"Placer, CA"
1401,"Placer, CA"
1402,"Placer, CA"
1403,"Placer, CA"
1404,"Placer, CA"
1405,"Placer, CA"
1406,"Placer, CA"
1407,"Placer, CA"
1408,"Placer, CA"
1409,"Placer, CA"
1410,"Placer, CA"
1411,"Placer, CA"
1412,"Placer, CA"
1413,"Placer, CA"
1414,"Placer, CA"
1415,"Placer, CA"
1416,"Placer, CA"
1417,"Placer, CA"
1418,"Placer, CA"
1419,"Plumas, CA"
1420,"Plumas, CA"
1421,"Plumas, CA"
1422,"Plumas, CA"
1423,"Plumas, CA"
1424,"Plumas, CA"
1425,"Plumas, CA"
1426,"Plumas, CA"
1427,"Riverside, CA"
1428,"Riverside, CA"
1429,"Riverside, CA"
1430,"Riverside, CA"
1431,"Riverside, CA"
1432,"Riverside, CA"
1433,"Riverside, CA"
1434,"Riverside, CA"
1435,"Riverside, CA"
1436,"Riverside, CA"
1437,"Riverside, CA"
1438,"Riverside, CA"
1439,"Riverside, CA"
1440,"Riverside, CA"
1441,"Riverside, CA"
1442,"Riverside, CA"
1443,"Riverside, CA"
1444,"Riverside, CA"
1445,"Riverside, CA"
1446,"Riverside, CA"
1447,"Riverside, CA"
1448,"Riverside, CA"
1449,"Riverside, CA"
1450,"Riverside, CA"
1451,"Riverside, CA"
1452,"Riverside, CA"
1453,"Sacramento, CA"
1454,"Sacramento, CA"
1455,"Sacramento, CA"
1456,"Sacramento, CA"
1457,"Sacramento, CA"
1458,"Sacramento, CA"
1459,"Sacramento, CA"
1460,"Sacramento, CA"
1461,"Sacramento, CA"
1462,"Sacramento, CA"
1463,"Sacramento, CA"
1464,"Sacramento, CA"
1465,"Sacramento, CA"
1466,"Sacramento, CA"
1467,"Sacramento, CA"
1468,"Sacramento, CA"
1469,"Sacramento, CA"
1470,"Sacramento, CA"
1471,"Sacramento, CA"
1472,"Sacramento, CA"
1473,"Sacramento, CA"
1474,"Sacramento, CA"
1475,"Sacramento, CA"
1476,"San-Benito, COUNTY"
1477,"San-Benito, COUNTY"
1478,"San-Benito, COUNTY"
1479,"San-Bernardino, COUNTY"
1480,"San-Bernardino, COUNTY"
1481,"San-Bernardino, COUNTY"
1482,"San-Bernardino, COUNTY"
1483,"San-Bernardino, COUNTY"
1484,"San-Bernardino, COUNTY"
1485,"San-Bernardino, COUNTY"
1486,"San-Bernardino, COUNTY"
1487,"San-Bernardino, COUNTY"
1488,"San-Bernardino, COUNTY"
1489,"San-Bernardino, COUNTY"
1490,"San-Bernardino, COUNTY"
1491,"San-Bernardino, COUNTY"
1492,"San-Bernardino, COUNTY"
1493,"San-Bernardino, COUNTY"
1494,"San-Bernardino, COUNTY"
1495,"San-Bernardino, COUNTY"
1496,"San-Bernardino, COUNTY"
1497,"San-Bernardino, COUNTY"
1498,"San-Bernardino, COUNTY"
1499,"San-Bernardino, COUNTY"
1500,"San-Bernardino, COUNTY"
1501,"San-Bernardino, COUNTY"
1502,"San-Bernardino, COUNTY"
1503,"San-Diego, COUNTY"
1504,"San-Diego, COUNTY"
1505,"San-Diego, COUNTY"
1506,"San-Diego, COUNTY"
1507,"San-Diego, COUNTY"
1508,"San-Diego, COUNTY"
1509,"San-Diego, COUNTY"
1510,"San-Diego, COUNTY"
1511,"San-Diego, COUNTY"
1512,"San-Diego, COUNTY"
1513,"San-Diego, COUNTY"
1514,"San-Diego, COUNTY"
1515,"San-Diego, COUNTY"
1516,"San-Diego, COUNTY"
1517,"San-Diego, COUNTY"
1518,"San-Diego, COUNTY"
1519,"San-Diego, COUNTY"
1520,"San-Diego, COUNTY"
1521,"San-Diego, COUNTY"
1522,"San-Diego, COUNTY"
1523,"San-Diego, COUNTY"
1524,"San-Diego, COUNTY"
1525,"San-Diego, COUNTY"
1526,"San-Diego, COUNTY"
1527,"San-Diego, COUNTY"
1528,"San-Diego, COUNTY"
1529,"San-Joaquin, COUNTY"
1530,"San-Joaquin, COUNTY"
1531,"San-Joaquin, COUNTY"
1532,"San-Joaquin, COUNTY"
1533,"San-Joaquin, COUNTY"
1534,"San-Joaquin, COUNTY"
1535,"San-Joaquin, COUNTY"
1536,"San-Joaquin, COUNTY"
1537,"San-Joaquin, COUNTY"
1538,"San-Joaquin, COUNTY"
1539,"San-Joaquin, COUNTY"
1540,"San-Joaquin, COUNTY"
1541,"San-Joaquin, COUNTY"
1542,"San-Joaquin, COUNTY"
1543,"San-Joaquin, COUNTY"
1544,"San-Joaquin, COUNTY"
1545,"San-Joaquin, COUNTY"
1546,"San-Joaquin, COUNTY"
1547,"San-Luis-Obispo, OBISPO"
1548,"San-Luis-Obispo, OBISPO"
1549,"San-Luis-Obispo, OBISPO"
1550,"San-Luis-Obispo, OBISPO"
1551,"San-Luis-Obispo, OBISPO"
1552,"San-Luis-Obispo, OBISPO"
1553,"San-Luis-Obispo, OBISPO"
1554,"San-Luis-Obispo, OBISPO"
1555,"San-Luis-Obispo, OBISPO"
1556,"San-Luis-Obispo, OBISPO"
1557,"San-Luis-Obispo, OBISPO"
1558,"San-Luis-Obispo, OBISPO"
1559,"San-Luis-Obispo, OBISPO"
1560,"San-Luis-Obispo, OBISPO"
1561,"San-Luis-Obispo, OBISPO"
1562,"San-Luis-Obispo, OBISPO"
1563,"San-Luis-Obispo, OBISPO"
1564,"San-Luis-Obispo, OBISPO"
1565,"San-Mateo, COUNTY"
1566,"San-Mateo, COUNTY"
1567,"San-Mateo, COUNTY"
1568,"San-Mateo, COUNTY"
1569,"San-Mateo, COUNTY"
1570,"San-Mateo, COUNTY"
1571,"San-Mateo, COUNTY"
1572,"San-Mateo, COUNTY"
1573,"San-Mateo, COUNTY"
1574,"San-Mateo, COUNTY"
1575,"San-Mateo, COUNTY"
1576,"San-Mateo, COUNTY"
1577,"San-Mateo, COUNTY"
1578,"San-Mateo, COUNTY"
1579,"San-Mateo, COUNTY"
1580,"San-Mateo, COUNTY"
1581,"San-Mateo, COUNTY"
1582,"San-Mateo, COUNTY"
1583,"San-Mateo, COUNTY"
1584,"San-Mateo, COUNTY"
1585,"San-Mateo, COUNTY"
1586,"San-Mateo, COUNTY"
1587,"San-Mateo, COUNTY"
1588,"San-Mateo, COUNTY"
1589,"Santa-Barbara, COUNTY"
1590,"Santa-Barbara, COUNTY"
1591,"Santa-Barbara, COUNTY"
1592,"Santa-Barbara, COUNTY"
1593,"Santa-Barbara, COUNTY"
1594,"Santa-Barbara, COUNTY"
1595,"Santa-Barbara, COUNTY"
1596,"Santa-Barbara, COUNTY"
1597,"Santa-Barbara, COUNTY"
1598,"Santa-Barbara, COUNTY"
1599,"Santa-Barbara, COUNTY"
1600,"Santa-Barbara, COUNTY"
1601,"Santa-Barbara, COUNTY"
1602,"Santa-Barbara, COUNTY"
1603,"Santa-Barbara, COUNTY"
1604,"Santa-Barbara, COUNTY"
1605,"Santa-Barbara, COUNTY"
1606,"Santa-Barbara, COUNTY"
1607,"Santa-Barbara, COUNTY"
1608,"Santa-Barbara, COUNTY"
1609,"Santa-Barbara, COUNTY"
1610,"Santa-Clara, COUNTY"
1611,"Santa-Clara, COUNTY"
1612,"Santa-Clara, COUNTY"
1613,"Santa-Clara, COUNTY"
1614,"Santa-Clara, COUNTY"
1615,"Santa-Clara, COUNTY"
1616,"Santa-Clara, COUNTY"
1617,"Santa-Clara, COUNTY"
1618,"Santa-Clara, COUNTY"
1619,"Santa-Clara, COUNTY"
1620,"Santa-Clara, COUNTY"
1621,"Santa-Clara, COUNTY"
1622,"Santa-Clara, COUNTY"
1623,"Santa-Clara, COUNTY"
1624,"Santa-Cruz, COUNTY"
1625,"Santa-Cruz, COUNTY"
1626,"Santa-Cruz, COUNTY"
1627,"Santa-Cruz, COUNTY"
1628,"Santa-Cruz, COUNTY"
1629,"Santa-Cruz, COUNTY"
1630,"Santa-Cruz, COUNTY"
1631,"Santa-Cruz, COUNTY"
1632,"Santa-Cruz, COUNTY"
1633,"Santa-Cruz, COUNTY"
1634,"Santa-Cruz, COUNTY"
1635,"Santa-Cruz, COUNTY"
1636,"Santa-Cruz, COUNTY"
1637,"Santa-Cruz, COUNTY"
1638,"Santa-Cruz, COUNTY"
1639,"Santa-Cruz, COUNTY"
1640,"Santa-Cruz, COUNTY"
1641,"Santa-Cruz, COUNTY"
1642,"Santa-Cruz, COUNTY"
1643,"Santa-Cruz, COUNTY"
1644,"Santa-Cruz, COUNTY"
1645,"Santa-Cruz, COUNTY"
1646,"Santa-Cruz, COUNTY"
1647,"Shasta, CA"
1648,"Shasta, CA"
1649,"Shasta, CA"
1650,"Shasta, CA"
1651,"Shasta, CA"
1652,"Shasta, CA"
1653,"Shasta, CA"
1654,"Shasta, CA"
1655,"Shasta, CA"
1656,"Shasta, CA"
1657,"Sierra, CA"
1658,"Siskiyou, CA"
1659,"Siskiyou, CA"
1660,"Siskiyou, CA"
1661,"Siskiyou, CA"
1662,"Siskiyou, CA"
1663,"Siskiyou, CA"
1664,"Siskiyou, CA"
1665,"Siskiyou, CA"
1666,"Solano, CA"
1667,"Solano, CA"
1668,"Solano, CA"
1669,"Solano, CA"
1670,"Solano, CA"
1671,"Solano, CA"
1672,"Solano, CA"
1673,"Solano, CA"
1674,"Solano, CA"
1675,"Sonoma, CA"
1676,"Sonoma, CA"
1677,"Sonoma, CA"
1678,"Sonoma, CA"
1679,"Sonoma, CA"
1680,"Sonoma, CA"
1681,"Sonoma, CA"
1682,"Sonoma, CA"
1683,"Sonoma, CA"
1684,"Sonoma, CA"
1685,"Sonoma, CA"
1686,"Sonoma, CA"
1687,"Sonoma, CA"
1688,"Sonoma, CA"
1689,"Sonoma, CA"
1690,"Sonoma, CA"
1691,"Sonoma, CA"
1692,"Sonoma, CA"
1693,"Sonoma, CA"
1694,"Sonoma, CA"
1695,"Sonoma, CA"
1696,"Stanislaus, CA"
1697,"Stanislaus, CA"
1698,"Stanislaus, CA"
1699,"Stanislaus, CA"
1700,"Stanislaus, CA"
1701,"Stanislaus, CA"
1702,"Stanislaus, CA"
1703,"Stanislaus, CA"
1704,"Stanislaus, CA"
1705,"Stanislaus, CA"
1706,"Stanislaus, CA"
1707,"Stanislaus, CA"
1708,"Stanislaus, CA"
1709,"Stanislaus, CA"
1710,"Stanislaus, CA"
1711,"Sutter, CA"
1712,"Sutter, CA"
1713,"Sutter, CA"
1714,"Sutter, CA"
1715,"Tehama, CA"
1716,"Tehama, CA"
1717,"Tehama, CA"
1718,"Tehama, CA"
1719,"Tehama, CA"
1720,"Tehama, CA"
1721,"Tehama, CA"
1722,"Tehama, CA"
1723,"Trinity, CA"
1724,"Trinity, CA"
1725,"Trinity, CA"
1726,"Trinity, CA"
1727,"Tulare, CA"
1728,"Tulare, CA"
1729,"Tulare, CA"
1730,"Tulare, CA"
1731,"Tulare, CA"
1732,"Tulare, CA"
1733,"Tulare, CA"
1734,"Tulare, CA"
1735,"Tulare, CA"
1736,"Tulare, CA"
1737,"Tulare, CA"
1738,"Tulare, CA"
1739,"Tulare, CA"
1740,"Tulare, CA"
1741,"Tulare, CA"
1742,"Tulare, CA"
1743,"Tulare, CA"
1744,"Tulare, CA"
1745,"Tulare, CA"
1746,"Tulare, CA"
1747,"Tulare, CA"
1748,"Tulare, CA"
1749,"Tulare, CA"
1750,"Tulare, CA"
1751,"Tuolumne, CA"
1752,"Tuolumne, CA"
1753,"Tuolumne, CA"
1754,"Tuolumne, CA"
1755,"Tuolumne, CA"
1756,"Tuolumne, CA"
1757,"Tuolumne, CA"
1758,"Tuolumne, CA"
1759,"Tuolumne, CA"
1760,"Tuolumne, CA"
1761,"Tuolumne, CA"
1762,"Ventura, CA"
1763,"Ventura, CA"
1764,"Ventura, CA"
1765,"Ventura, CA"
1766,"Ventura, CA"
1767,"Ventura, CA"
1768,"Ventura, CA"
1769,"Ventura, CA"
1770,"Ventura, CA"
1771,"Ventura, CA"
1772,"Ventura, CA"
1773,"Ventura, CA"
1774,"Ventura, CA"
1775,"Ventura, CA"
1776,"Ventura, CA"
1777,"Ventura, CA"
1778,"Ventura, CA"
1779,"Ventura, CA"
1780,"Ventura, CA"
1781,"Yolo, CA"
1782,"Yolo, CA"
1783,"Yolo, CA"
1784,"Yolo, CA"
1785,"Yolo, CA"
1786,"Yolo, CA"
1787,"Yolo, CA"
1788,"Yolo, CA"
1789,"Yuba, CA"
1790,"Yuba, CA"
1791,"Yuba, CA"
1792,"Yuba, CA"
1793,"Yuba, CA"
1794,"Yuba, CA"
1795,"Yuba, CA"
1796,"Yuba, CA"
1797,"Adams, CO"
1798,"Adams, CO"
1799,"Adams, CO"
1800,"Adams, CO"
1801,"Adams, CO"
1802,"Adams, CO"
1803,"Adams, CO"
1804,"Adams, CO"
1805,"Adams, CO"
1806,"Adams, CO"
1807,"Adams, CO"
1808,"Adams, CO"
1809,"Adams, CO"
1810,"Alamosa, CO"
1811,"Alamosa, CO"
1812,"Arapahoe, CO"
1813,"Arapahoe, CO"
1814,"Arapahoe, CO"
1815,"Arapahoe, CO"
1816,"Arapahoe, CO"
1817,"Arapahoe, CO"
1818,"Arapahoe, CO"
1819,"Arapahoe, CO"
1820,"Arapahoe, CO"
1821,"Arapahoe, CO"
1822,"Arapahoe, CO"
1823,"Arapahoe, CO"
1824,"Arapahoe, CO"
1825,"Arapahoe, CO"
1826,"Arapahoe, CO"
1827,"Arapahoe, CO"
1828,"Arapahoe, CO"
1829,"Arapahoe, CO"
1830,"Arapahoe, CO"
1831,"Arapahoe, CO"
1832,"Arapahoe, CO"
1833,"Arapahoe, CO"
1834,"Arapahoe, CO"
1835,"Arapahoe, CO"
1836,"Arapahoe, CO"
1837,"Archuleta, CO"
1838,"Archuleta, CO"
1839,"Baca, CO"
1840,"Baca, CO"
1841,"Baca, CO"
1842,"Bent, CO"
1843,"Boulder, CO"
1844,"Boulder, CO"
1845,"Boulder, CO"
1846,"Boulder, CO"
1847,"Boulder, CO"
1848,"Boulder, CO"
1849,"Boulder, CO"
1850,"Boulder, CO"
1851,"Boulder, CO"
1852,"Boulder, CO"
1853,"Boulder, CO"
1854,"Boulder, CO"
1855,"Boulder, CO"
1856,"Boulder, CO"
1857,"Chaffee, CO"
1858,"Chaffee, CO"
1859,"Chaffee, CO"
1860,"Chaffee, CO"
1861,"Cheyenne, CO"
1862,"Cheyenne, CO"
1863,"Clear-Creek, COUNTY"
1864,"Clear-Creek, COUNTY"
1865,"Clear-Creek, COUNTY"
1866,"Conejos, CO"
1867,"Conejos, CO"
1868,"Costilla, CO"
1869,"Crowley, CO"
1870,"Custer, CO"
1871,"Custer, CO"
1872,"Delta, CO"
1873,"Delta, CO"
1874,"Delta, CO"
1875,"Delta, CO"
1876,"Delta, CO"
1877,"Delta, CO"
1878,"Dolores, CO"
1879,"Douglas, CO"
1880,"Douglas, CO"
1881,"Douglas, CO"
1882,"Douglas, CO"
1883,"Douglas, CO"
1884,"Douglas, CO"
1885,"Douglas, CO"
1886,"Douglas, CO"
1887,"Douglas, CO"
1888,"Douglas, CO"
1889,"Douglas, CO"
1890,"Douglas, CO"
1891,"Douglas, CO"
1892,"Douglas, CO"
1893,"Douglas, CO"
1894,"Eagle, CO"
1895,"Eagle, CO"
1896,"Eagle, CO"
1897,"Eagle, CO"
1898,"Eagle, CO"
1899,"Eagle, CO"
1900,"Eagle, CO"
1901,"Eagle, CO"
1902,"Eagle, CO"
1903,"Elbert, CO"
1904,"Elbert, CO"
1905,"Elbert, CO"
1906,"Elbert, CO"
1907,"Fremont, CO"
1908,"Fremont, CO"
1909,"Fremont, CO"
1910,"Fremont, CO"
1911,"Fremont, CO"
1912,"Garfield, CO"
1913,"Garfield, CO"
1914,"Garfield, CO"
1915,"Garfield, CO"
1916,"Garfield, CO"
1917,"Garfield, CO"
1918,"Garfield, CO"
1919,"Gilpin, CO"
1920,"Gilpin, CO"
1921,"Grand, CO"
1922,"Grand, CO"
1923,"Grand, CO"
1924,"Grand, CO"
1925,"Grand, CO"
1926,"Grand, CO"
1927,"Gunnison, CO"
1928,"Gunnison, CO"
1929,"Gunnison, CO"
1930,"Hinsdale, CO"
1931,"Hinsdale, CO"
1932,"Huerfano, CO"
1933,"Huerfano, CO"
1934,"Huerfano, CO"
1935,"Jackson, CO"
1936,"Jefferson, CO"
1937,"Jefferson, CO"
1938,"Jefferson, CO"
1939,"Jefferson, CO"
1940,"Jefferson, CO"
1941,"Jefferson, CO"
1942,"Jefferson, CO"
1943,"Jefferson, CO"
1944,"Jefferson, CO"
1945,"Jefferson, CO"
1946,"Jefferson, CO"
1947,"Jefferson, CO"
1948,"Kiowa, CO"
1949,"Kit-Carson, COUNTY"
1950,"Kit-Carson, COUNTY"
1951,"Kit-Carson, COUNTY"
1952,"Kit-Carson, COUNTY"
1953,"Kit-Carson, COUNTY"
1954,"Lake, CO"
1955,"Lake, CO"
1956,"Lake, CO"
1957,"La-Plata, COUNTY"
1958,"La-Plata, COUNTY"
1959,"La-Plata, COUNTY"
1960,"La-Plata, COUNTY"
1961,"Larimer, CO"
1962,"Larimer, CO"
1963,"Larimer, CO"
1964,"Larimer, CO"
1965,"Larimer, CO"
1966,"Larimer, CO"
1967,"Larimer, CO"
1968,"Las-Animas, COUNTY"
1969,"Las-Animas, COUNTY"
1970,"Lincoln, CO"
1971,"Lincoln, CO"
1972,"Logan, CO"
1973,"Logan, CO"
1974,"Logan, CO"
1975,"Logan, CO"
1976,"Mesa, CO"
1977,"Mesa, CO"
1978,"Mesa, CO"
1979,"Mesa, CO"
1980,"Mesa, CO"
1981,"Mesa, CO"
1982,"Mesa, CO"
1983,"Mesa, CO"
1984,"Mesa, CO"
1985,"Mesa, CO"
1986,"Mineral, CO"
1987,"Mineral, CO"
1988,"Moffat, CO"
1989,"Moffat, CO"
1990,"Montezuma, CO"
1991,"Montezuma, CO"
1992,"Montezuma, CO"
1993,"Montezuma, CO"
1994,"Montrose, CO"
1995,"Montrose, CO"
1996,"Montrose, CO"
1997,"Morgan, CO"
1998,"Morgan, CO"
1999,"Morgan, CO"
2000,"Morgan, CO"
2001,"Otero, CO"
2002,"Otero, CO"
2003,"Otero, CO"
2004,"Otero, CO"
2005,"Otero, CO"
2006,"Ouray, CO"
2007,"Ouray, CO"
2008,"Park, CO"
2009,"Park, CO"
2010,"Park, CO"
2011,"Phillips, CO"
2012,"Phillips, CO"
2013,"Phillips, CO"
2014,"Pitkin, CO"
2015,"Pitkin, CO"
2016,"Prowers, CO"
2017,"Prowers, CO"
2018,"Prowers, CO"
2019,"Pueblo, CO"
2020,"Pueblo, CO"
2021,"Pueblo, CO"
2022,"Pueblo, CO"
2023,"Pueblo, CO"
2024,"Rio-Blanco, COUNTY"
2025,"Rio-Blanco, COUNTY"
2026,"Rio-Grande, COUNTY"
2027,"Rio-Grande, COUNTY"
2028,"Rio-Grande, COUNTY"
2029,"Rio-Grande, COUNTY"
2030,"Routt, CO"
2031,"Routt, CO"
2032,"Routt, CO"
2033,"Saguache, CO"
2034,"San-Juan, COUNTY"
2035,"San-Miguel, COUNTY"
2036,"San-Miguel, COUNTY"
2037,"San-Miguel, COUNTY"
2038,"Sedgwick, CO"
2039,"Sedgwick, CO"
2040,"Summit, CO"
